centerFrame,time,zeroCross,intensity,autoCorr,LPC1,error,bandRatio,HNR
10428,104.28000,49.00000,-18.50551,0.88804,-1.58301,-2.76709,11.81300,-200.00000
10429,104.29000,52.00000,-18.77564,0.87806,-1.67475,-2.78303,11.48125,-200.00000
10430,104.30000,59.00000,-18.69219,0.87141,-1.55620,-2.73505,11.73783,-200.00000
10431,104.31000,52.00000,-18.69327,0.87262,-1.66350,-2.77715,11.72669,-200.00000
10432,104.32000,50.00000,-18.92561,0.87492,-1.70944,-2.78940,11.62793,-200.00000
10433,104.33000,53.00000,-18.95477,0.87685,-1.68964,-2.78397,11.50488,-200.00000
10434,104.34000,49.00000,-18.88192,0.88220,-1.64435,-2.78993,11.45161,-200.00000
10435,104.35000,48.00000,-18.71355,0.88550,-1.60348,-2.78218,11.80901,-200.00000
10436,104.36000,45.00000,-18.87001,0.88341,-1.63140,-2.79469,11.52450,-200.00000
10437,104.37000,44.00000,-18.75665,0.88732,-1.59003,-2.77350,11.73953,-200.00000
10438,104.38000,51.00000,-18.78777,0.88472,-1.71842,-2.80978,11.85015,-160.33928
10439,104.39000,50.00000,-18.75266,0.89775,-1.69363,-2.82828,12.14189,-120.58615
10440,104.40000,47.00000,-18.78310,0.89784,-1.45287,-2.75296,12.14522,-80.87303
10441,104.41000,47.00000,-18.64501,0.90108,-1.67150,-2.83544,12.32433,-80.87303
10442,104.42000,45.00000,-18.56696,0.90221,-1.48689,-2.76711,12.62334,-80.87303
10443,104.43000,46.00000,-18.80791,0.90057,-1.64054,-2.82964,12.43516,-120.53375
10444,104.44000,47.00000,-18.88684,0.90348,-1.60320,-2.82587,12.34833,-120.59767
10445,104.45000,47.00000,-18.88403,0.90700,-1.70522,-2.85458,12.43135,-120.51270
10446,104.46000,45.00000,-18.56024,0.91047,-1.64821,-2.82955,12.86725,-120.51270
10447,104.47000,39.00000,-18.72016,0.90973,-1.69452,-2.84349,12.62267,-80.85581
10448,104.48000,40.00000,-18.82554,0.90839,-1.58813,-2.81577,12.62590,-41.13310
10449,104.49000,42.00000,-18.77765,0.91066,-1.58503,-2.82118,12.74648,-41.06144
10450,104.50000,38.00000,-18.69736,0.91442,-1.66701,-2.83515,12.96465,-41.11640
10451,104.51000,36.00000,-18.54058,0.91553,-1.75305,-2.85545,13.13343,-1.38946
10452,104.52000,39.00000,-18.50616,0.91582,-1.66087,-2.83726,13.29979,-41.04635
10453,104.53000,37.00000,-18.45412,0.91704,-1.67858,-2.84781,13.41141,-80.76905
10454,104.54000,32.00000,-16.63458,0.94244,-1.76653,-2.89433,13.62700,-80.07458
10455,104.55000,31.00000,-13.21988,0.96584,-1.56115,-2.91649,16.64336,-79.37793
10456,104.56000,23.00000,-11.57475,0.97513,-1.86805,-2.96759,18.15210,-78.64366
10457,104.57000,15.00000,-11.48386,0.97841,-1.39863,-2.89652,17.11205,-37.99589
10458,104.58000,16.00000,-10.50988,0.98185,-1.74196,-2.96865,18.25833,2.58578
10459,104.59000,15.00000,-9.08618,0.98493,-1.44778,-2.95170,19.73637,2.78225
10460,104.60000,12.00000,-8.85882,0.98577,-1.65678,-2.97535,19.70250,2.85437
10461,104.61000,20.00000,-9.50027,0.98409,-1.43329,-2.94712,19.33548,2.95176
10462,104.62000,27.00000,-9.81568,0.98315,-1.67259,-2.97166,19.31829,3.03558
10463,104.63000,24.00000,-9.21409,0.98451,-1.44374,-2.94647,20.20887,3.23230
10464,104.64000,19.00000,-8.66799,0.98554,-1.75089,-2.98282,20.91730,3.10622
10465,104.65000,16.00000,-8.39658,0.98538,-1.73879,-2.98450,21.31212,3.34390
10466,104.66000,15.00000,-8.37734,0.98605,-1.55015,-2.97571,21.17404,3.30654
10467,104.67000,15.00000,-8.39123,0.98344,-1.32398,-2.93481,19.85968,3.21057
10468,104.68000,20.00000,-8.07501,0.98097,-1.47323,-2.95530,21.62499,3.18864
10469,104.69000,23.00000,-7.61084,0.98001,-1.28178,-2.90597,18.63889,3.31574
10470,104.70000,20.00000,-6.93593,0.97935,-1.53969,-2.95799,22.03244,3.48257
10471,104.71000,15.00000,-6.53374,0.98116,-1.40464,-2.94665,21.07234,3.68523
10472,104.72000,14.00000,-6.57774,0.98232,-1.48175,-2.96686,22.86721,3.77918
10473,104.73000,19.00000,-6.54644,0.98136,-1.55322,-2.96994,23.97272,3.76230
10474,104.74000,21.00000,-6.20808,0.98070,-1.44444,-2.95295,22.63139,3.65376
10475,104.75000,21.00000,-6.64155,0.97875,-1.57004,-2.96459,23.50559,3.54926
10476,104.76000,23.00000,-7.11315,0.97566,-1.40026,-2.93217,21.37147,3.62701
10477,104.77000,22.00000,-6.40120,0.97866,-1.67184,-2.97440,24.30445,3.80874
10478,104.78000,24.00000,-5.85807,0.98060,-1.56092,-2.97120,24.97370,3.66679
10479,104.79000,20.00000,-6.23627,0.97884,-1.69238,-2.98260,24.96708,3.80965
10480,104.80000,15.00000,-7.00712,0.97554,-1.39939,-2.93646,21.85774,3.64635
10481,104.81000,15.00000,-6.99303,0.97720,-1.51158,-2.96018,23.34227,3.66777
10482,104.82000,16.00000,-6.82680,0.97869,-1.40851,-2.94364,21.68682,3.56554
10483,104.83000,18.00000,-6.64488,0.97788,-1.47329,-2.96006,23.50431,3.66867
10484,104.84000,20.00000,-6.65904,0.97750,-1.52664,-2.96591,24.50332,3.63155
10485,104.85000,26.00000,-6.99412,0.97704,-1.52601,-2.95619,22.90142,3.68318
10486,104.86000,26.00000,-7.31113,0.97751,-1.57443,-2.95640,22.10688,3.63893
10487,104.87000,20.00000,-7.54342,0.97766,-1.43937,-2.93811,20.20695,3.42386
10488,104.88000,20.00000,-7.58432,0.97666,-1.43613,-2.93729,19.74117,3.24901
10489,104.89000,24.00000,-8.25377,0.97340,-1.60797,-2.95542,20.51995,3.41597
10490,104.90000,27.00000,-8.51792,0.97046,-1.52926,-2.93308,19.88537,3.43296
10491,104.91000,21.00000,-7.09727,0.97580,-1.68990,-2.96573,20.90532,3.06590
10492,104.92000,14.00000,-7.07374,0.97872,-1.55504,-2.96468,21.36942,3.12329
10493,104.93000,18.00000,-8.38219,0.97587,-1.54434,-2.95347,20.75533,3.20117
10494,104.94000,20.00000,-7.47621,0.97674,-1.66451,-2.96300,21.34430,2.81404
10495,104.95000,15.00000,-6.91737,0.97892,-1.60396,-2.96231,21.22115,2.78113
10496,104.96000,13.00000,-7.62238,0.97791,-1.63954,-2.96735,21.37964,2.86249
10497,104.97000,16.00000,-7.45929,0.97866,-1.67098,-2.97232,21.56398,2.77100
10498,104.98000,17.00000,-7.19635,0.97741,-1.58739,-2.95523,20.75886,2.82164
10499,104.99000,16.00000,-6.75241,0.98032,-1.83075,-2.98387,22.41517,3.02291
10500,105.00000,18.00000,-6.59846,0.98275,-1.53012,-2.96508,20.97023,2.87821
10501,105.01000,17.00000,-6.97855,0.97861,-1.60328,-2.96409,21.87101,2.97750
10502,105.02000,19.00000,-7.48371,0.97774,-1.63986,-2.96271,20.27017,3.12025
10503,105.03000,19.00000,-7.45521,0.97839,-1.49189,-2.95630,20.28221,2.97733
10504,105.04000,15.00000,-7.10889,0.97863,-1.52532,-2.95072,19.95468,2.79074
10505,105.05000,18.00000,-8.26833,0.97670,-1.56746,-2.95248,20.05090,3.03617
10506,105.06000,21.00000,-8.45397,0.97338,-1.43371,-2.93645,18.30566,2.97607
10507,105.07000,19.00000,-7.11852,0.98012,-1.45104,-2.95056,19.59462,2.70440
10508,105.08000,19.00000,-7.46085,0.97915,-1.50597,-2.95204,20.03607,2.81003
10509,105.09000,18.00000,-7.69882,0.97563,-1.51002,-2.95883,19.72484,2.86645
10510,105.10000,14.00000,-6.96446,0.97752,-1.39156,-2.93908,18.88241,2.68204
10511,105.11000,15.00000,-7.13437,0.97780,-1.48430,-2.95186,20.09392,2.80756
10512,105.12000,15.00000,-6.78381,0.98059,-1.36441,-2.94842,19.62738,2.87450
10513,105.13000,15.00000,-6.93284,0.98057,-1.34727,-2.94232,19.41929,2.79283
10514,105.14000,16.00000,-8.35238,0.97650,-1.39658,-2.93468,19.13287,2.92987
10515,105.15000,13.00000,-8.64685,0.97454,-1.48638,-2.94180,19.12103,2.99228
10516,105.16000,15.00000,-7.68445,0.97797,-1.53038,-2.94944,19.52917,2.77303
10517,105.17000,18.00000,-8.04681,0.97786,-1.60196,-2.95568,18.65723,2.98903
10518,105.18000,21.00000,-8.99975,0.97095,-1.50605,-2.92606,16.89391,2.99067
10519,105.19000,21.00000,-8.00793,0.97360,-1.41730,-2.92218,17.54233,2.86011
10520,105.20000,16.00000,-7.83630,0.97585,-1.54102,-2.94385,18.13732,2.89632
10521,105.21000,13.00000,-7.53032,0.97666,-1.46388,-2.94531,17.46087,2.94990
10522,105.22000,13.00000,-7.48510,0.97774,-1.46610,-2.94211,17.62283,2.78319
10523,105.23000,18.00000,-8.85669,0.97252,-1.38836,-2.91037,15.88647,2.86667
10524,105.24000,17.00000,-8.50477,0.97143,-1.48184,-2.93489,16.63792,2.89696
10525,105.25000,13.00000,-7.56529,0.97458,-1.38192,-2.91476,16.36641,2.71178
10526,105.26000,14.00000,-7.70630,0.97377,-1.52860,-2.93751,16.15361,2.79615
10527,105.27000,13.00000,-8.03811,0.97221,-1.52943,-2.93975,16.56331,2.74316
10528,105.28000,17.00000,-8.32999,0.97172,-1.44812,-2.91738,15.73177,2.64579
10529,105.29000,22.00000,-8.74696,0.96914,-1.83088,-2.95832,15.43657,2.68613
10530,105.30000,18.00000,-8.02560,0.97143,-1.49683,-2.93517,15.48237,2.62694
10531,105.31000,15.00000,-7.46879,0.97356,-1.86533,-2.97384,16.47568,2.56230
10532,105.32000,17.00000,-7.89022,0.96955,-1.74967,-2.95533,16.86360,2.50378
10533,105.33000,14.00000,-8.17330,0.96809,-1.96848,-2.96739,16.48224,2.38315
10534,105.34000,13.00000,-8.92054,0.96576,-1.76755,-2.94614,15.51300,2.46831
10535,105.35000,23.00000,-9.31122,0.96374,-1.99986,-2.96146,15.57947,2.54385
10536,105.36000,25.00000,-8.40014,0.96748,-2.00486,-2.96576,15.76503,2.40558
10537,105.37000,19.00000,-8.52209,0.96577,-1.87707,-2.95492,15.97526,2.42381
10538,105.38000,24.00000,-9.44636,0.96002,-1.98595,-2.95687,16.52161,2.53761
10539,105.39000,24.00000,-9.18347,0.96184,-1.86498,-2.95316,16.75541,2.35153
10540,105.40000,19.00000,-8.80254,0.96778,-1.69470,-2.95104,16.71150,2.35288
10541,105.41000,17.00000,-8.79325,0.96966,-1.60576,-2.94572,16.99348,2.56614
10542,105.42000,23.00000,-8.94438,0.96438,-1.77486,-2.95228,18.22071,2.50678
10543,105.43000,26.00000,-9.41749,0.96262,-1.66954,-2.93129,17.11489,2.58239
10544,105.44000,24.00000,-9.39138,0.96307,-1.92671,-2.95167,18.22760,2.58352
10545,105.45000,24.00000,-8.82274,0.96491,-1.95609,-2.95881,18.77590,2.47332
10546,105.46000,22.00000,-9.31955,0.96415,-1.88767,-2.95230,17.99361,2.33765
10547,105.47000,27.00000,-9.97933,0.96038,-1.84506,-2.94414,18.36030,2.48826
10548,105.48000,28.00000,-8.81652,0.96812,-1.78957,-2.95022,18.89416,2.33429
10549,105.49000,21.00000,-7.99324,0.97138,-1.84724,-2.96725,20.26205,2.30210
10550,105.50000,20.00000,-8.38359,0.97053,-1.71839,-2.95166,19.05185,2.37850
10551,105.51000,19.00000,-8.63416,0.97138,-1.77156,-2.95630,19.53385,2.25128
10552,105.52000,24.00000,-9.10249,0.96982,-1.68514,-2.93868,18.78902,2.30753
10553,105.53000,28.00000,-9.70587,0.96311,-1.85348,-2.94547,18.80616,2.20662
10554,105.54000,21.00000,-8.50228,0.96922,-1.72460,-2.94071,18.74144,2.18840
10555,105.55000,22.00000,-8.46028,0.97193,-1.72500,-2.94692,18.96734,2.17483
10556,105.56000,25.00000,-8.33478,0.97178,-1.69099,-2.94595,18.37506,2.16121
10557,105.57000,21.00000,-8.19363,0.97130,-1.61673,-2.93156,18.29766,2.09861
10558,105.58000,24.00000,-9.30260,0.96792,-1.58231,-2.91303,16.87674,2.28625
10559,105.59000,31.00000,-9.31561,0.96893,-1.70401,-2.93411,17.65708,2.37191
10560,105.60000,29.00000,-8.83101,0.97125,-1.55930,-2.92069,17.44386,2.36858
10561,105.61000,26.00000,-9.07642,0.97266,-1.87427,-2.96148,18.47798,2.53862
10562,105.62000,29.00000,-10.09367,0.97039,-1.61441,-2.92109,17.45188,2.59195
10563,105.63000,31.00000,-9.95214,0.97085,-1.42972,-2.88836,16.28616,2.51207
10564,105.64000,25.00000,-10.01093,0.96996,-1.65928,-2.92988,17.67170,2.69187
10565,105.65000,20.00000,-10.70749,0.96818,-1.39341,-2.87592,16.47564,2.63884
10566,105.66000,24.00000,-9.83482,0.97217,-1.56753,-2.92608,17.30982,2.38889
10567,105.67000,31.00000,-9.91629,0.97099,-1.66142,-2.93308,17.16359,2.43207
10568,105.68000,32.00000,-9.58667,0.97210,-1.84864,-2.95960,17.57590,2.33627
10569,105.69000,29.00000,-8.52419,0.97619,-1.64424,-2.94823,18.00727,2.10542
10570,105.70000,26.00000,-9.26178,0.97432,-1.69092,-2.94659,16.64720,2.10381
10571,105.71000,22.00000,-8.84739,0.97534,-1.73463,-2.95640,16.43580,2.34784
10572,105.72000,22.00000,-8.53256,0.97481,-1.71943,-2.95446,16.98190,2.27334
10573,105.73000,27.00000,-8.91227,0.97139,-1.75706,-2.95086,16.22054,2.33152
10574,105.74000,27.00000,-8.68322,0.97511,-1.47885,-2.92179,15.39077,2.25727
10575,105.75000,23.00000,-9.54612,0.97215,-1.80719,-2.95533,15.59117,2.29971
10576,105.76000,21.00000,-9.46652,0.96939,-1.45418,-2.90478,14.49262,2.20367
10577,105.77000,26.00000,-9.24667,0.97063,-1.66995,-2.94405,15.32139,2.14765
10578,105.78000,31.00000,-9.32262,0.96888,-1.72314,-2.94412,14.88510,2.12119
10579,105.79000,31.00000,-9.09388,0.96728,-1.53466,-2.90330,14.78959,2.31312
10580,105.80000,27.00000,-9.63095,0.96582,-1.88607,-2.95151,14.19229,2.22493
10581,105.81000,25.00000,-9.48874,0.96678,-1.59223,-2.91278,13.64190,2.30339
10582,105.82000,32.00000,-9.95920,0.96323,-1.76816,-2.93863,13.37071,2.20490
10583,105.83000,37.00000,-9.90999,0.96180,-1.92529,-2.94873,13.38979,2.24240
10584,105.84000,38.00000,-9.77014,0.96104,-1.61126,-2.91184,12.81060,2.07066
10585,105.85000,30.00000,-10.22001,0.95956,-1.98672,-2.95266,12.67586,2.03225
10586,105.86000,27.00000,-10.39510,0.95800,-1.58462,-2.89611,12.57548,1.97914
10587,105.87000,31.00000,-10.83551,0.95528,-1.84312,-2.92994,12.03715,1.86948
10588,105.88000,30.00000,-10.52266,0.95478,-1.73431,-2.90626,12.21859,1.69868
10589,105.89000,31.00000,-11.35100,0.94479,-1.75630,-2.89957,10.76971,1.62380
10590,105.90000,35.00000,-11.56837,0.94449,-1.90758,-2.91893,10.61687,1.59477
10591,105.91000,34.00000,-11.38147,0.94822,-1.60665,-2.87759,10.59559,1.54777
10592,105.92000,32.00000,-11.18136,0.95142,-2.04096,-2.93999,10.88092,1.65828
10593,105.93000,30.00000,-11.03159,0.95341,-1.68362,-2.90550,10.67437,1.95963
10594,105.94000,27.00000,-10.91141,0.95673,-1.90726,-2.93929,11.21054,1.97570
10595,105.95000,23.00000,-10.53886,0.96066,-1.51327,-2.89197,11.81343,2.03607
10596,105.96000,27.00000,-11.34837,0.95419,-1.86603,-2.93379,11.82955,2.04180
10597,105.97000,31.00000,-11.64486,0.95174,-1.54259,-2.87228,11.58625,1.91966
10598,105.98000,34.00000,-11.78519,0.95329,-1.80765,-2.92057,12.36042,1.74675
10599,105.99000,37.00000,-12.36933,0.94795,-1.92469,-2.92825,12.07770,1.68308
10600,106.00000,35.00000,-11.89398,0.95381,-1.57514,-2.88078,12.83375,1.65020
10601,106.01000,35.00000,-11.97725,0.95457,-1.80746,-2.92536,12.71232,1.71275
10602,106.02000,31.00000,-11.36086,0.95803,-1.54755,-2.88849,13.41347,1.72327
10603,106.03000,26.00000,-11.07366,0.96054,-1.61291,-2.91279,14.19521,1.81677
10604,106.04000,26.00000,-11.28654,0.95945,-1.94989,-2.94408,14.12005,1.71567
10605,106.05000,27.00000,-11.24871,0.95773,-1.52308,-2.88269,14.15183,1.69100
10606,106.06000,29.00000,-11.72467,0.95472,-1.98444,-2.93671,13.83703,1.42057
10607,106.07000,31.00000,-11.97463,0.95447,-1.61166,-2.88041,14.02410,1.24000
10608,106.08000,32.00000,-12.46994,0.94887,-1.64276,-2.88066,13.09686,1.04354
10609,106.09000,30.00000,-13.11003,0.94270,-1.84264,-2.90194,12.88394,1.01632
10610,106.10000,33.00000,-13.23770,0.94000,-1.49531,-2.82717,12.72491,1.02451
10611,106.11000,42.00000,-13.14045,0.93903,-1.86092,-2.90115,12.91210,1.15226
10612,106.12000,35.00000,-12.27595,0.94831,-1.55200,-2.86002,13.62250,1.33254
10613,106.13000,30.00000,-11.86495,0.95480,-1.71867,-2.91558,13.43464,1.48092
10614,106.14000,30.00000,-11.84769,0.95621,-1.71546,-2.91840,12.97799,1.55413
10615,106.15000,23.00000,-11.34012,0.95739,-1.50447,-2.88191,13.43638,1.58263
10616,106.16000,25.00000,-11.94308,0.95116,-1.77618,-2.91841,12.97712,1.40100
10617,106.17000,29.00000,-12.07530,0.95076,-1.52939,-2.87254,12.41331,1.33680
10618,106.18000,27.00000,-12.56374,0.94794,-1.62390,-2.88962,12.44888,0.87567
10619,106.19000,29.00000,-12.80218,0.94334,-1.88858,-2.90912,13.21362,0.74891
10620,106.20000,35.00000,-12.99461,0.93734,-1.73933,-2.87490,13.05372,0.26060
10621,106.21000,33.00000,-13.30116,0.93481,-1.79483,-2.88187,12.98872,0.06916
10622,106.22000,34.00000,-12.54562,0.94314,-1.75961,-2.88388,13.86265,-0.42910
10623,106.23000,36.00000,-13.11816,0.93453,-1.83858,-2.88437,13.04260,-0.45459
10624,106.24000,32.00000,-13.11541,0.93704,-1.73731,-2.86994,12.61315,-0.90821
10625,106.25000,34.00000,-13.32701,0.93453,-1.83369,-2.87886,12.14618,-0.78563
10626,106.26000,35.00000,-13.74140,0.92730,-1.94580,-2.88407,12.02793,-0.88529
10627,106.27000,41.00000,-13.23219,0.93588,-1.67752,-2.84506,12.39707,-0.69049
10628,106.28000,45.00000,-12.98867,0.94028,-1.99464,-2.90831,12.99581,-0.66926
10629,106.29000,37.00000,-12.51907,0.94811,-1.76206,-2.88391,13.18464,-0.48076
10630,106.30000,34.00000,-12.28569,0.95333,-1.70186,-2.88733,13.80343,-0.63095
10631,106.31000,28.00000,-12.10670,0.95829,-1.83753,-2.92087,14.53849,-0.52303
10632,106.32000,27.00000,-12.22392,0.95800,-1.58618,-2.87251,14.25327,-0.31502
10633,106.33000,27.00000,-12.19104,0.96059,-1.76914,-2.91806,14.96198,-0.36583
10634,106.34000,24.00000,-11.76753,0.96708,-1.63413,-2.91390,15.60566,-40.20476
10635,106.35000,27.00000,-12.17149,0.96474,-1.58157,-2.89437,14.71370,-40.31338
10636,106.36000,27.00000,-12.39997,0.96312,-1.80027,-2.92261,14.98136,-80.23098
10637,106.37000,27.00000,-12.40997,0.96440,-1.61979,-2.90284,15.08077,-80.59042
10638,106.38000,27.00000,-12.87352,0.96279,-1.88238,-2.93119,14.97620,-80.71400
10639,106.39000,27.00000,-12.87800,0.96351,-1.48501,-2.87297,15.06731,-40.71344
10640,106.40000,29.00000,-13.54288,0.96075,-1.85461,-2.92467,15.58136,-40.36405
10641,106.41000,30.00000,-13.55881,0.96119,-1.42968,-2.85360,14.87067,-0.45165
10642,106.42000,32.00000,-13.65458,0.95946,-1.63371,-2.89963,15.97141,-0.17038
10643,106.43000,33.00000,-14.29022,0.95368,-1.69539,-2.89417,15.88875,-0.27879
10644,106.44000,35.00000,-14.05712,0.95606,-1.67367,-2.89933,16.51377,-0.36530
10645,106.45000,40.00000,-14.13377,0.95593,-1.71141,-2.90469,16.19887,-0.69919
10646,106.46000,32.00000,-13.31793,0.96194,-1.71863,-2.92288,17.05439,-0.74011
10647,106.47000,32.00000,-13.70749,0.96029,-1.72475,-2.91813,16.73798,-1.07278
10648,106.48000,33.00000,-13.71351,0.96135,-1.73950,-2.92281,16.57102,-0.93751
10649,106.49000,26.00000,-13.57709,0.96276,-1.69030,-2.92132,16.79708,-0.99974
10650,106.50000,28.00000,-13.36143,0.96323,-1.52279,-2.90062,17.09885,-0.74488
10651,106.51000,27.00000,-13.27794,0.96319,-1.70171,-2.92507,17.25104,-0.48598
10652,106.52000,29.00000,-13.19145,0.96322,-1.66368,-2.91689,17.27565,-0.09782
10653,106.53000,30.00000,-12.39520,0.96704,-1.69026,-2.92902,18.21957,0.17306
10654,106.54000,34.00000,-12.85916,0.96373,-1.78796,-2.93101,17.48058,0.62334
10655,106.55000,43.00000,-12.75095,0.96415,-1.67385,-2.92174,17.95416,0.55418
10656,106.56000,40.00000,-12.83399,0.96384,-1.73613,-2.93053,18.01933,0.78002
10657,106.57000,38.00000,-13.57241,0.95749,-1.60885,-2.88981,16.78835,0.73414
10658,106.58000,37.00000,-13.50435,0.95834,-1.67794,-2.91004,17.42656,0.81289
10659,106.59000,39.00000,-14.22320,0.95334,-1.50781,-2.86117,15.95350,0.77641
10660,106.60000,37.00000,-13.93927,0.95602,-1.71460,-2.90895,16.93574,0.66127
10661,106.61000,32.00000,-13.58768,0.95911,-1.66589,-2.91279,17.32609,0.46083
10662,106.62000,33.00000,-13.57039,0.95957,-1.62015,-2.89767,16.48964,0.32999
10663,106.63000,29.00000,-13.20288,0.96137,-1.65682,-2.91407,17.14487,0.16292
10664,106.64000,29.00000,-13.39477,0.96096,-1.55901,-2.90231,17.00492,-0.14504
10665,106.65000,35.00000,-13.33490,0.96240,-1.59621,-2.91220,17.06529,-0.09729
10666,106.66000,37.00000,-13.39496,0.96277,-1.76578,-2.93412,17.18979,-0.25680
10667,106.67000,31.00000,-13.38819,0.96240,-1.71969,-2.93150,17.11665,-0.36736
10668,106.68000,29.00000,-13.15887,0.96207,-1.57526,-2.91237,17.44030,-0.27350
10669,106.69000,32.00000,-13.16201,0.96260,-1.74228,-2.93168,17.25846,-0.40899
10670,106.70000,34.00000,-12.98481,0.96309,-1.53877,-2.91067,17.63246,-0.26393
10671,106.71000,41.00000,-13.65954,0.95698,-1.88345,-2.94076,16.99412,-0.34746
10672,106.72000,47.00000,-13.97759,0.95080,-1.76509,-2.91791,17.05812,-0.01988
10673,106.73000,42.00000,-14.18291,0.94747,-1.89758,-2.92944,16.80371,0.12039
10674,106.74000,38.00000,-14.34388,0.94365,-1.91657,-2.92467,17.02135,0.38319
10675,106.75000,35.00000,-14.47530,0.93880,-1.90467,-2.92108,16.91211,0.59733
10676,106.76000,41.00000,-15.41298,0.92243,-1.68337,-2.86758,16.52190,0.74774
10677,106.77000,45.00000,-14.98781,0.92821,-1.84667,-2.90522,16.58280,0.68694
10678,106.78000,43.00000,-15.15512,0.92257,-1.62394,-2.86077,16.58530,0.51895
10679,106.79000,45.00000,-15.74871,0.91040,-1.78438,-2.87955,16.36225,0.44088
10680,106.80000,50.00000,-15.99855,0.90379,-1.74527,-2.86399,16.34809,0.31206
10681,106.81000,50.00000,-16.13000,0.89759,-1.90411,-2.87852,16.27380,0.35961
10682,106.82000,53.00000,-16.22939,0.89029,-1.57594,-2.80944,15.74755,0.43508
10683,106.83000,52.00000,-16.34747,0.88865,-1.85763,-2.86969,16.18591,0.60884
10684,106.84000,50.00000,-16.21123,0.89193,-1.46141,-2.76970,15.38066,0.79064
10685,106.85000,49.00000,-16.17900,0.89558,-1.86229,-2.87514,16.22796,1.02612
10686,106.86000,49.00000,-16.32409,0.89172,-1.53193,-2.79626,15.71430,1.15373
10687,106.87000,47.00000,-16.39989,0.89124,-1.83820,-2.86836,16.12504,1.28713
10688,106.88000,45.00000,-16.57555,0.89073,-1.74441,-2.85020,15.85857,1.37917
10689,106.89000,45.00000,-16.52546,0.89260,-1.66537,-2.83778,15.82815,1.45482
10690,106.90000,45.00000,-16.55363,0.89372,-1.83997,-2.88305,16.01067,1.33871
10691,106.91000,47.00000,-16.73375,0.89004,-1.64298,-2.83873,15.66031,1.36963
10692,106.92000,47.00000,-16.77974,0.89034,-1.93667,-2.89730,15.77458,1.39023
10693,106.93000,44.00000,-16.88734,0.89159,-1.76096,-2.86829,15.60947,1.39876
10694,106.94000,41.00000,-16.85403,0.89326,-1.66674,-2.84570,15.63938,1.49621
10695,106.95000,43.00000,-16.81105,0.88846,-1.72471,-2.85493,15.43156,1.62124
10696,106.96000,45.00000,-16.84489,0.88721,-1.61948,-2.83365,15.05863,1.73899
10697,106.97000,49.00000,-16.98440,0.88978,-1.69589,-2.85882,15.40188,1.72620
10698,106.98000,48.00000,-17.12987,0.88942,-1.62226,-2.84474,15.08576,1.68616
10699,106.99000,43.00000,-17.10973,0.88982,-1.58808,-2.83925,15.07629,1.58643
10700,107.00000,42.00000,-16.90774,0.89623,-1.45764,-2.80880,15.14179,1.45591
10701,107.01000,46.00000,-16.68810,0.90277,-1.59888,-2.85226,15.67332,1.23774
10702,107.02000,49.00000,-16.82000,0.89831,-1.37742,-2.79577,14.96795,1.05333
